classification_prompt,genre
"Tell me about the movie Lethal Weapon released in 1987. It is directed by Richard Donner and stars Mel Gibson, duration of movie is 109.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Near Dark released in 1987. It is directed by Kathryn Bigelow and stars Adrian Pasdar, duration of movie is 94.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Mannequin released in 1987. It is directed by Michael Gottlieb and stars Andrew McCarthy, duration of movie is 90.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Masters of the Universe released in 1987. It is directed by Gary Goddard and stars Dolph Lundgren, duration of movie is 106.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Fatal Attraction released in 1987. It is directed by Adrian Lyne and stars Michael Douglas, duration of movie is 119.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Hellraiser released in 1987. It is directed by Clive Barker and stars Andrew Robinson, duration of movie is 94.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Empire of the Sun released in 1987. It is directed by Steven Spielberg and stars Christian Bale, duration of movie is 153.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie No Way Out released in 1987. It is directed by Roger Donaldson and stars Kevin Costner, duration of movie is 114.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Witches of Eastwick released in 1987. It is directed by George Miller and stars Jack Nicholson, duration of movie is 118.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Some Kind of Wonderful released in 1987. It is directed by Howard Deutch and stars Eric Stoltz, duration of movie is 95.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Running Man released in 1987. It is directed by Paul Michael Glaser and stars Arnold Schwarzenegger, duration of movie is 101.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Black Widow released in 1987. It is directed by Bob Rafelson and stars Debra Winger, duration of movie is 102.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Angel Heart released in 1987. It is directed by Alan Parker and stars Mickey Rourke, duration of movie is 113.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Moonstruck released in 1987. It is directed by Norman Jewison and stars Cher, duration of movie is 102.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Jaws: the Revenge released in 1987. It is directed by Joseph Sargent and stars Lorraine Gary, duration of movie is 89.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Wall Street released in 1987. It is directed by Oliver Stone and stars Charlie Sheen, duration of movie is 126.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Good Morning, Vietnam released in 1987. It is directed by Barry Levinson and stars Robin Williams, duration of movie is 121.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie A Nightmare on Elm Street 3: Dream Warriors released in 1987. It is directed by Chuck Russell and stars Heather Langenkamp, duration of movie is 96.0 minutes. What is Genre of this movie?",Fantasy
"Tell me about the movie Planes, Trains & Automobiles released in 1987. It is directed by John Hughes and stars Steve Martin, duration of movie is 93.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Can't Buy Me Love released in 1987. It is directed by Steve Rash and stars Patrick Dempsey, duration of movie is 94.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Overboard released in 1987. It is directed by Garry Marshall and stars Goldie Hawn, duration of movie is 112.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Beverly Hills Cop II released in 1987. It is directed by Tony Scott and stars Eddie Murphy, duration of movie is 100.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Superman IV: The Quest for Peace released in 1987. It is directed by Sidney J. Furie and stars Christopher Reeve, duration of movie is 90.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Secret of My Success released in 1987. It is directed by Herbert Ross and stars Michael J. Fox, duration of movie is 111.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Withnail & I released in 1987. It is directed by Bruce Robinson and stars Richard E. Grant, duration of movie is 107.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Evil Dead II released in 1987. It is directed by Sam Raimi and stars Bruce Campbell, duration of movie is 84.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Summer School released in 1987. It is directed by Carl Reiner and stars Mark Harmon, duration of movie is 97.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Innerspace released in 1987. It is directed by Joe Dante and stars Dennis Quaid, duration of movie is 120.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Living Daylights released in 1987. It is directed by John Glen and stars Timothy Dalton, duration of movie is 130.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Over the Top released in 1987. It is directed by Menahem Golan and stars Sylvester Stallone, duration of movie is 93.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Last Emperor released in 1987. It is directed by Bernardo Bertolucci and stars John Lone, duration of movie is 163.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Less Than Zero released in 1987. It is directed by Marek Kanievska and stars Andrew McCarthy, duration of movie is 98.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Three Men and a Baby released in 1987. It is directed by Leonard Nimoy and stars Tom Selleck, duration of movie is 102.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie La Bamba released in 1987. It is directed by Luis Valdez and stars Lou Diamond Phillips, duration of movie is 108.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Revenge of the Nerds II: Nerds in Paradise released in 1987. It is directed by Joe Roth and stars Robert Carradine, duration of movie is 88.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Monster Squad released in 1987. It is directed by Fred Dekker and stars Andre Gower, duration of movie is 79.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Prince of Darkness released in 1987. It is directed by John Carpenter and stars Donald Pleasence, duration of movie is 102.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Wings of Desire released in 1987. It is directed by Wim Wenders and stars Bruno Ganz, duration of movie is 128.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Maurice released in 1987. It is directed by James Ivory and stars James Wilby, duration of movie is 140.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Broadcast News released in 1987. It is directed by James L. Brooks and stars William Hurt, duration of movie is 133.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Harry and the Hendersons released in 1987. It is directed by William Dear and stars John Lithgow, duration of movie is 110.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Creepshow 2 released in 1987. It is directed by Michael Gornick and stars George Kennedy, duration of movie is 92.0 minutes. What is Genre of this movie?",Fantasy
"Tell me about the movie Police Academy 4: Citizens on Patrol released in 1987. It is directed by Jim Drake and stars Steve Guttenberg, duration of movie is 88.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Stepfather released in 1987. It is directed by Joseph Ruben and stars Terry O'Quinn, duration of movie is 89.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie My Best Friend Is a Vampire released in 1987. It is directed by Jimmy Huston and stars Robert Sean Leonard, duration of movie is 89.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Flowers in the Attic released in 1987. It is directed by Jeffrey Bloom and stars Louise Fletcher, duration of movie is 93.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie *batteries not included released in 1987. It is directed by Matthew Robbins and stars Hume Cronyn, duration of movie is 106.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Roxanne released in 1987. It is directed by Fred Schepisi and stars Steve Martin, duration of movie is 107.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Dragnet released in 1987. It is directed by Tom Mankiewicz and stars Dan Aykroyd, duration of movie is 106.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Throw Momma from the Train released in 1987. It is directed by Danny DeVito and stars Danny DeVito, duration of movie is 88.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Amazon Women on the Moon released in 1987. It is directed by Directors and stars Rosanna Arquette, duration of movie is 85.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Teen Wolf Too released in 1987. It is directed by Christopher Leitch and stars Jason Bateman, duration of movie is 95.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Baby Boom released in 1987. It is directed by Charles Shyer and stars Diane Keaton, duration of movie is 110.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie 84 Charing Cross Road released in 1987. It is directed by David Hugh Jones and stars Anne Bancroft, duration of movie is 100.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie The Gate released in 1987. It is directed by Tibor Takács and stars Stephen Dorff, duration of movie is 85.0 minutes. What is Genre of this movie?",Fantasy
